Date,Time Spent (seconds),Number of People,Activity,Category,Productivity
2014-03-10T15:00:00,128,1,nodejs.org,Engineering &amp; Technology,2
2014-03-10T15:00:00,79,1,docs.nodejitsu.com,Uncategorized,0
2014-03-10T15:00:00,33,1,loginwindow,General Utilities,1
2014-03-10T16:00:00,719,1,iTerm,Systems Operations,2
2014-03-10T16:00:00,287,1,nodebeginner.org,Engineering &amp; Technology,2
2014-03-10T16:00:00,282,1,evernote,Intelligence,2
2014-03-10T16:00:00,229,1,nodejs.org,Engineering &amp; Technology,2
2014-03-10T16:00:00,184,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-10T16:00:00,163,1,stackoverflow.com,General Software Development,2
2014-03-10T16:00:00,46,1,nodetuts.com,Uncategorized,0
2014-03-10T16:00:00,14,1,google.com,Search,2
2014-03-10T16:00:00,12,1,docs.nodejitsu.com,Uncategorized,0
2014-03-10T16:00:00,10,1,loginwindow,General Utilities,1
2014-03-10T16:00:00,8,1,newtab,Browsers,0
2014-03-10T17:00:00,1809,1,nodebeginner.org,Engineering &amp; Technology,2
2014-03-10T17:00:00,664,1,iTerm,Systems Operations,2
2014-03-10T17:00:00,365,1,steve-yegge.blogspot.com,General News &amp; Opinion,-2
2014-03-10T17:00:00,137,1,readwrite.com,Science &amp; Technology,-1
2014-03-10T17:00:00,48,1,github.com,General Software Development,2
2014-03-10T17:00:00,47,1,loginwindow,General Utilities,1
2014-03-10T17:00:00,38,1,localhost:8888,General Software Development,2
2014-03-10T17:00:00,32,1,google.com,Search,2
2014-03-10T17:00:00,28,1,debuggable.com,General News &amp; Opinion,-2
2014-03-10T17:00:00,20,1,programming.free-books.biz,Uncategorized,0
2014-03-10T17:00:00,11,1,longfiles.com,Uncategorized,0
2014-03-10T17:00:00,10,1,sholka.com,Uncategorized,0
2014-03-10T17:00:00,9,1,martinfowler.com,Engineering &amp; Technology,2
2014-03-10T17:00:00,4,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-10T17:00:00,3,1,newtab,Browsers,0
2014-03-10T17:00:00,3,1,nodejs.org,Engineering &amp; Technology,2
2014-03-10T17:00:00,1,1,developer.foursquare.com,Engineering &amp; Technology,2
2014-03-10T18:00:00,24,1,loginwindow,General Utilities,1
2014-03-10T20:00:00,1606,1,iTerm,Systems Operations,2
2014-03-10T20:00:00,1184,1,Preview,General Reference &amp; Learning,2
2014-03-10T20:00:00,203,1,leanpub.com,Writing,2
2014-03-10T20:00:00,177,1,Finder,General Utilities,1
2014-03-10T20:00:00,158,1,localhost:8888,General Software Development,2
2014-03-10T20:00:00,90,1,nodebeginner.org,Engineering &amp; Technology,2
2014-03-10T20:00:00,54,1,readwrite.com,Science &amp; Technology,-1
2014-03-10T20:00:00,7,1,newtab,Browsers,0
2014-03-10T20:00:00,3,1,divvy,General Utilities,1
2014-03-10T21:00:00,1313,1,iTerm,Systems Operations,2
2014-03-10T21:00:00,856,1,Preview,General Reference &amp; Learning,2
2014-03-10T21:00:00,74,1,localhost:8888,General Software Development,2
2014-03-10T21:00:00,35,1,loginwindow,General Utilities,1
2014-03-11T00:00:00,696,1,Twitter,General Social Networking,2
2014-03-11T00:00:00,112,1,wolframalpha.com,Search,2
2014-03-11T00:00:00,51,1,iTerm,Systems Operations,2
2014-03-11T00:00:00,32,1,youtube.com,Video,-2
2014-03-11T00:00:00,20,1,github.com,General Software Development,2
2014-03-11T00:00:00,19,1,Preview,General Reference &amp; Learning,2
2014-03-11T00:00:00,17,1,messages,Instant Message,-1
2014-03-11T00:00:00,8,1,martinfowler.com,Engineering &amp; Technology,2
2014-03-11T00:00:00,4,1,newtab,Browsers,0
2014-03-11T00:00:00,1,1,t.co,General Social Networking,2
2014-03-11T00:00:00,1,1,developer.foursquare.com,Engineering &amp; Technology,2
2014-03-11T01:00:00,386,1,Twitter,General Social Networking,2
2014-03-11T11:00:00,1598,1,iTerm,Systems Operations,2
2014-03-11T11:00:00,137,1,localhost:8000,Quality Assurance,2
2014-03-11T11:00:00,128,1,martinfowler.com,Engineering &amp; Technology,2
2014-03-11T11:00:00,123,1,chrome.google.com,General Shopping,-2
2014-03-11T11:00:00,122,1,paul-jean.github.io,Uncategorized,0
2014-03-11T11:00:00,63,1,itunes.apple.com,General Shopping,-2
2014-03-11T11:00:00,36,1,loginwindow,General Utilities,1
2014-03-11T11:00:00,26,1,wish,General Software Development,2
2014-03-11T11:00:00,22,1,app store,General Shopping,-2
2014-03-11T11:00:00,11,1,newtab,Browsers,0
2014-03-11T11:00:00,9,1,Finder,General Utilities,1
2014-03-11T11:00:00,6,1,developer.foursquare.com,Engineering &amp; Technology,2
2014-03-11T11:00:00,6,1,Twitter,General Social Networking,2
2014-03-11T11:00:00,4,1,google.com,Search,2
2014-03-11T11:00:00,1,1,fb.me,Uncategorized,0
2014-03-11T12:00:00,456,1,developers.google.com,General Software Development,2
2014-03-11T12:00:00,312,1,localhost:8000,Quality Assurance,2
2014-03-11T12:00:00,282,1,iTerm,Systems Operations,2
2014-03-11T12:00:00,246,1,users,General Software Development,2
2014-03-11T12:00:00,230,1,devtools,General Software Development,2
2014-03-11T12:00:00,147,1,chrome.google.com,General Shopping,-2
2014-03-11T12:00:00,94,1,google.com,Search,2
2014-03-11T12:00:00,85,1,sagtau.com,Uncategorized,0
2014-03-11T12:00:00,59,1,extensions,Browsers,0
2014-03-11T12:00:00,56,1,octane-benchmark.googlecode.com,Uncategorized,0
2014-03-11T12:00:00,54,1,calendar,Calendars,0
2014-03-11T12:00:00,53,1,newtab,Browsers,0
2014-03-11T12:00:00,36,1,loginwindow,General Utilities,1
2014-03-11T12:00:00,30,1,chklaanhfefbnpoihckbnefhakgolnmc,Uncategorized,0
2014-03-11T12:00:00,27,1,itunes.apple.com,General Shopping,-2
2014-03-11T12:00:00,18,1,eventbrite.com,Calendars,0
2014-03-11T12:00:00,18,1,Finder,General Utilities,1
2014-03-11T12:00:00,12,1,Terminal,Systems Operations,2
2014-03-11T12:00:00,12,1,settings,General Utilities,1
2014-03-11T12:00:00,9,1,v8.googlecode.com,Uncategorized,0
2014-03-11T12:00:00,4,1,martinfowler.com,Engineering &amp; Technology,2
2014-03-11T12:00:00,3,1,developer.foursquare.com,Engineering &amp; Technology,2
2014-03-11T12:00:00,1,1,divvy,General Utilities,1
2014-03-11T12:00:00,1,1,archive utility,General Utilities,1
2014-03-11T13:00:00,259,1,users,General Software Development,2
2014-03-11T13:00:00,176,1,boss-level.com,Uncategorized,0
2014-03-11T13:00:00,18,1,hackerschool.com,Uncategorized,0
2014-03-11T13:00:00,17,1,google.com,Search,2
2014-03-11T13:00:00,8,1,newtab,Browsers,0
2014-03-11T14:00:00,496,1,developers.google.com,General Software Development,2
2014-03-11T14:00:00,364,1,localhost:8000,Quality Assurance,2
2014-03-11T14:00:00,361,1,iTerm,Systems Operations,2
2014-03-11T14:00:00,278,1,users,General Software Development,2
2014-03-11T14:00:00,209,1,myfoxny.com,General News &amp; Opinion,-2
2014-03-11T14:00:00,164,1,zendone.com,Project Management,2
2014-03-11T14:00:00,116,1,google.com,Search,2
2014-03-11T14:00:00,107,1,localhost:8001,General Software Development,2
2014-03-11T14:00:00,77,1,octane-benchmark.googlecode.com,Uncategorized,0
2014-03-11T14:00:00,55,1,kare11.com,General News &amp; Opinion,-2
2014-03-11T14:00:00,36,1,loginwindow,General Utilities,1
2014-03-11T14:00:00,30,1,newtab,Browsers,0
2014-03-11T14:00:00,3,1,chrome.google.com,General Shopping,-2
2014-03-11T14:00:00,1,1,divvy,General Utilities,1
2014-03-11T14:00:00,1,1,martinfowler.com,Engineering &amp; Technology,2
2014-03-11T14:00:00,1,1,extensions,Browsers,0
2014-03-11T14:00:00,1,1,developer.foursquare.com,Engineering &amp; Technology,2
2014-03-11T15:00:00,917,1,localhost:8001,General Software Development,2
2014-03-11T15:00:00,429,1,developers.google.com,General Software Development,2
2014-03-11T15:00:00,83,1,github.com,General Software Development,2
2014-03-11T15:00:00,71,1,loginwindow,General Utilities,1
2014-03-11T15:00:00,69,1,iTerm,Systems Operations,2
2014-03-11T15:00:00,60,1,localhost:8000,Quality Assurance,2
2014-03-11T15:00:00,55,1,google.com,Search,2
2014-03-11T15:00:00,20,1,users,General Software Development,2
2014-03-11T15:00:00,16,1,raw.github.com,General Software Development,2
2014-03-11T15:00:00,14,1,newtab,Browsers,0
2014-03-11T15:00:00,7,1,calendar,Calendars,0
2014-03-11T16:00:00,261,1,localhost:8000,Quality Assurance,2
2014-03-11T16:00:00,250,1,iTerm,Systems Operations,2
2014-03-11T16:00:00,132,1,stackoverflow.com,General Software Development,2
2014-03-11T16:00:00,122,1,users,General Software Development,2
2014-03-11T16:00:00,39,1,devtools,General Software Development,2
2014-03-11T16:00:00,35,1,loginwindow,General Utilities,1
2014-03-11T16:00:00,26,1,newtab,Browsers,0
2014-03-11T16:00:00,26,1,google.com,Search,2
2014-03-11T16:00:00,10,1,Finder,General Utilities,1
2014-03-11T16:00:00,5,1,developers.google.com,General Software Development,2
2014-03-11T18:00:00,866,1,iTerm,Systems Operations,2
2014-03-11T18:00:00,263,1,localhost:8000,Quality Assurance,2
2014-03-11T18:00:00,148,1,users,General Software Development,2
2014-03-11T18:00:00,76,1,stackoverflow.com,General Software Development,2
2014-03-11T18:00:00,35,1,loginwindow,General Utilities,1
2014-03-11T18:00:00,9,1,newtab,Browsers,0
2014-03-11T18:00:00,3,1,google.com,Search,2
2014-03-11T19:00:00,2096,1,localhost:8000,Quality Assurance,2
2014-03-11T19:00:00,215,1,Preview,General Reference &amp; Learning,2
2014-03-11T19:00:00,58,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-11T19:00:00,56,1,ecma-international.org,Science &amp; Technology,-1
2014-03-11T19:00:00,25,1,stackoverflow.com,General Software Development,2
2014-03-11T19:00:00,15,1,Finder,General Utilities,1
2014-03-11T19:00:00,10,1,users,General Software Development,2
2014-03-11T19:00:00,5,1,google.com,Search,2
2014-03-11T19:00:00,3,1,newtab,Browsers,0
2014-03-11T21:00:00,744,1,google.com,Search,2
2014-03-11T21:00:00,193,1,newtab,Browsers,0
2014-03-11T21:00:00,159,1,aa.com,Travel &amp; Outdoors,2
2014-03-11T21:00:00,112,1,priceline.com,Travel &amp; Outdoors,2
2014-03-11T21:00:00,66,1,airbnb.com,Travel &amp; Outdoors,2
2014-03-11T21:00:00,52,1,Gmail,Email,0
2014-03-11T21:00:00,3,1,loginwindow,General Utilities,1
2014-03-11T21:00:00,3,1,localhost:8000,Quality Assurance,2
2014-03-11T22:00:00,457,1,Twitter,General Social Networking,2
2014-03-11T22:00:00,360,1,portal.adp.com,General Business,2
2014-03-11T22:00:00,284,1,iTerm,Systems Operations,2
2014-03-11T22:00:00,254,1,airbnb.com,Travel &amp; Outdoors,2
2014-03-11T22:00:00,246,1,lord.io,Uncategorized,0
2014-03-11T22:00:00,214,1,google.com,Search,2
2014-03-11T22:00:00,210,1,Gmail,Email,0
2014-03-11T22:00:00,184,1,npmjs.org,General Software Development,2
2014-03-11T22:00:00,106,1,ampi.taleo.net,Uncategorized,0
2014-03-11T22:00:00,80,1,Finder,General Utilities,1
2014-03-11T22:00:00,42,1,zendone.com,Project Management,2
2014-03-11T22:00:00,23,1,Adium,Instant Message,-1
2014-03-11T22:00:00,19,1,instagram.com,General Social Networking,2
2014-03-11T22:00:00,16,1,1password,Internet Utilities,-2
2014-03-11T22:00:00,15,1,newtab,Browsers,0
2014-03-11T22:00:00,3,1,usernotificationcenter,General Utilities,1
2014-03-11T22:00:00,3,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-11T22:00:00,2,1,localhost:8000,Quality Assurance,2
2014-03-11T22:00:00,1,1,t.co,General Social Networking,2
2014-03-11T22:00:00,1,1,priceline.com,Travel &amp; Outdoors,2
2014-03-11T22:00:00,1,1,wrd.cm,Uncategorized,0
2014-03-11T23:00:00,903,1,Twitter,General Social Networking,2
2014-03-11T23:00:00,113,1,nodejsreactions.tumblr.com,Uncategorized,0
2014-03-11T23:00:00,55,1,stackoverflow.com,General Software Development,2
2014-03-11T23:00:00,43,1,iTerm,Systems Operations,2
2014-03-11T23:00:00,43,1,zendone.com,Project Management,2
2014-03-11T23:00:00,36,1,loginwindow,General Utilities,1
2014-03-11T23:00:00,34,1,github.com,General Software Development,2
2014-03-11T23:00:00,27,1,history,Browsers,0
2014-03-11T23:00:00,23,1,npmjs.org,General Software Development,2
2014-03-11T23:00:00,16,1,myfoxny.com,General News &amp; Opinion,-2
2014-03-11T23:00:00,11,1,google.com,Search,2
2014-03-11T23:00:00,11,1,martinfowler.com,Engineering &amp; Technology,2
2014-03-11T23:00:00,8,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-11T23:00:00,3,1,localhost:8000,Quality Assurance,2
2014-03-12T10:00:00,458,1,localhost:8000,Quality Assurance,2
2014-03-12T10:00:00,370,1,code.google.com,General Software Development,2
2014-03-12T10:00:00,71,1,4clojure.com,Uncategorized,0
2014-03-12T10:00:00,45,1,localhost:8001,General Software Development,2
2014-03-12T10:00:00,43,1,google.com,Search,2
2014-03-12T10:00:00,39,1,iTerm,Systems Operations,2
2014-03-12T10:00:00,38,1,digitaltrends.com,Engineering &amp; Technology,2
2014-03-12T10:00:00,35,1,loginwindow,General Utilities,1
2014-03-12T10:00:00,27,1,martinfowler.com,Engineering &amp; Technology,2
2014-03-12T10:00:00,24,1,newtab,Browsers,0
2014-03-12T10:00:00,2,1,localhost:8888,General Software Development,2
2014-03-12T10:00:00,1,1,devtools,General Software Development,2
2014-03-12T11:00:00,903,1,localhost:8000,Quality Assurance,2
2014-03-12T11:00:00,718,1,iTerm,Systems Operations,2
2014-03-12T11:00:00,196,1,github.com,General Software Development,2
2014-03-12T11:00:00,80,1,osxdaily.com,General News &amp; Opinion,-2
2014-03-12T11:00:00,43,1,digitaltrends.com,Engineering &amp; Technology,2
2014-03-12T11:00:00,35,1,loginwindow,General Utilities,1
2014-03-12T11:00:00,20,1,help.github.com,Systems Operations,2
2014-03-12T11:00:00,16,1,google.com,Search,2
2014-03-12T11:00:00,14,1,hackerschool.com,Uncategorized,0
2014-03-12T11:00:00,7,1,newtab,Browsers,0
2014-03-12T12:00:00,1237,1,iTerm,Systems Operations,2
2014-03-12T12:00:00,733,1,quicktime player,General Entertainment,-2
2014-03-12T12:00:00,293,1,github.com,General Software Development,2
2014-03-12T12:00:00,212,1,gist.github.com,General Software Development,2
2014-03-12T12:00:00,193,1,google.com,Search,2
2014-03-12T12:00:00,137,1,localhost:8000,Quality Assurance,2
2014-03-12T12:00:00,115,1,discussions.apple.com,Science &amp; Technology,-1
2014-03-12T12:00:00,107,1,installer,General Utilities,1
2014-03-12T12:00:00,106,1,mac-forums.com,Search,2
2014-03-12T12:00:00,71,1,Finder,General Utilities,1
2014-03-12T12:00:00,57,1,users,General Software Development,2
2014-03-12T12:00:00,56,1,facebook.github.io,Uncategorized,0
2014-03-12T12:00:00,36,1,itunes.apple.com,General Shopping,-2
2014-03-12T12:00:00,34,1,Twitter,General Social Networking,2
2014-03-12T12:00:00,33,1,osxdaily.com,General News &amp; Opinion,-2
2014-03-12T12:00:00,24,1,newtab,Browsers,0
2014-03-12T12:00:00,22,1,developer.foursquare.com,Engineering &amp; Technology,2
2014-03-12T12:00:00,17,1,cockos.com,Uncategorized,0
2014-03-12T12:00:00,16,1,Preview,General Reference &amp; Learning,2
2014-03-12T12:00:00,11,1,system events,General Utilities,1
2014-03-12T12:00:00,6,1,hackerschool.com,Uncategorized,0
2014-03-12T12:00:00,5,1,localhost:8888,General Software Development,2
2014-03-12T12:00:00,4,1,SecurityAgent,Systems Operations,2
2014-03-12T12:00:00,3,1,4clojure.com,Uncategorized,0
2014-03-12T12:00:00,2,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-12T12:00:00,1,1,developers.google.com,General Software Development,2
2014-03-12T13:00:00,180,1,iTerm,Systems Operations,2
2014-03-12T13:00:00,81,1,Finder,General Utilities,1
2014-03-12T13:00:00,66,1,localhost:8000,Quality Assurance,2
2014-03-12T13:00:00,40,1,facebook.github.io,Uncategorized,0
2014-03-12T13:00:00,35,1,quicktime player,General Entertainment,-2
2014-03-12T13:00:00,35,1,loginwindow,General Utilities,1
2014-03-12T13:00:00,1,1,google.com,Search,2
2014-03-12T13:00:00,1,1,localhost:8888,General Software Development,2
2014-03-12T14:00:00,3369,1,iTerm,Systems Operations,2
2014-03-12T14:00:00,181,1,localhost:8000,Quality Assurance,2
2014-03-12T14:00:00,50,1,quicktime player,General Entertainment,-2
2014-03-12T15:00:00,2556,1,iTerm,Systems Operations,2
2014-03-12T15:00:00,487,1,localhost:8000,Quality Assurance,2
2014-03-12T15:00:00,138,1,w3schools.com,Engineering &amp; Technology,2
2014-03-12T15:00:00,103,1,stackoverflow.com,General Software Development,2
2014-03-12T15:00:00,60,1,google.com,Search,2
2014-03-12T15:00:00,51,1,paulirish.com,Engineering &amp; Technology,2
2014-03-12T15:00:00,36,1,loginwindow,General Utilities,1
2014-03-12T15:00:00,10,1,newtab,Browsers,0
2014-03-12T16:00:00,742,1,iTerm,Systems Operations,2
2014-03-12T16:00:00,20,1,localhost:8000,Quality Assurance,2
2014-03-12T18:00:00,791,1,iTerm,Systems Operations,2
2014-03-12T18:00:00,403,1,localhost:8000,Quality Assurance,2
2014-03-12T18:00:00,272,1,messages,Instant Message,-1
2014-03-12T18:00:00,171,1,zulip,Uncategorized,0
2014-03-12T18:00:00,78,1,Twitter,General Social Networking,2
2014-03-12T18:00:00,46,1,Finder,General Utilities,1
2014-03-12T18:00:00,46,1,loginwindow,General Utilities,1
2014-03-12T18:00:00,16,1,mathematica,Engineering &amp; Technology,2
2014-03-12T18:00:00,15,1,quicktime player,General Entertainment,-2
2014-03-12T18:00:00,10,1,keyremap4macbook,Uncategorized,0
2014-03-12T18:00:00,9,1,salaryguide.dailyillini.com,Uncategorized,0
2014-03-12T18:00:00,7,1,google.com,Search,2
2014-03-12T18:00:00,7,1,divvy,General Utilities,1
2014-03-12T18:00:00,1,1,Adium,Instant Message,-1
2014-03-12T19:00:00,759,1,messages,Instant Message,-1
2014-03-12T19:00:00,618,1,zulip,Uncategorized,0
2014-03-12T19:00:00,304,1,Terminal,Systems Operations,2
2014-03-12T19:00:00,224,1,en.wikipedia.org,General Reference &amp; Learning,2
2014-03-12T19:00:00,108,1,ashtangayogaleeds.com,Uncategorized,0
2014-03-12T19:00:00,57,1,google.com,Search,2
2014-03-12T19:00:00,20,1,newtab,Browsers,0
2014-03-12T19:00:00,16,1,Twitter,General Social Networking,2
2014-03-12T19:00:00,11,1,salaryguide.dailyillini.com,Uncategorized,0
2014-03-12T19:00:00,5,1,trueryan.com,Uncategorized,0
2014-03-12T20:00:00,148,1,Terminal,Systems Operations,2
2014-03-12T20:00:00,70,1,captive network assistant,General Utilities,1
2014-03-12T20:00:00,44,1,loginwindow,General Utilities,1
2014-03-12T20:00:00,15,1,localhost:8000,Quality Assurance,2
2014-03-12T20:00:00,4,1,newtab,Browsers,0
2014-03-12T21:00:00,52,1,Terminal,Systems Operations,2
2014-03-12T22:00:00,2631,1,Terminal,Systems Operations,2
2014-03-12T22:00:00,278,1,github.com,General Software Development,2
2014-03-12T22:00:00,275,1,localhost:8000,Quality Assurance,2
2014-03-12T22:00:00,233,1,stackoverflow.com,General Software Development,2
2014-03-12T22:00:00,70,1,google.com,Search,2
2014-03-12T22:00:00,65,1,Finder,General Utilities,1
2014-03-12T22:00:00,31,1,groups.google.com,General Communication &amp; Scheduling,0
2014-03-12T22:00:00,9,1,blog.gmane.org,Uncategorized,0
2014-03-12T22:00:00,5,1,newtab,Browsers,0
2014-03-12T22:00:00,1,1,divvy,General Utilities,1
2014-03-12T23:00:00,1540,1,Terminal,Systems Operations,2
2014-03-12T23:00:00,719,1,github.com,General Software Development,2
2014-03-12T23:00:00,278,1,localhost:8000,Quality Assurance,2
2014-03-12T23:00:00,273,1,quicktime player,General Entertainment,-2
2014-03-12T23:00:00,76,1,messages,Instant Message,-1
2014-03-12T23:00:00,42,1,help.github.com,Systems Operations,2
2014-03-12T23:00:00,25,1,Finder,General Utilities,1
2014-03-12T23:00:00,9,1,facetime,Voice Chat,1
2014-03-13T00:00:00,1574,1,github.com,General Software Development,2
2014-03-13T00:00:00,1259,1,Terminal,Systems Operations,2
2014-03-13T00:00:00,276,1,Finder,General Utilities,1
2014-03-13T00:00:00,137,1,localhost:8000,Quality Assurance,2
2014-03-13T00:00:00,116,1,stackoverflow.com,General Software Development,2
2014-03-13T00:00:00,98,1,help.github.com,Systems Operations,2
2014-03-13T00:00:00,91,1,quicktime player,General Entertainment,-2
2014-03-13T00:00:00,24,1,users,General Software Development,2
2014-03-13T00:00:00,11,1,newtab,Browsers,0
2014-03-13T00:00:00,11,1,google.com,Search,2
2014-03-13T00:00:00,1,1,loginwindow,General Utilities,1
2014-03-13T01:00:00,1194,1,Twitter,General Social Networking,2
2014-03-13T01:00:00,770,1,Terminal,Systems Operations,2
2014-03-13T01:00:00,440,1,facebook.com,General Social Networking,2
2014-03-13T01:00:00,230,1,github.com,General Software Development,2
2014-03-13T01:00:00,91,1,facebook.github.io,Uncategorized,0
2014-03-13T01:00:00,59,1,Finder,General Utilities,1
2014-03-13T01:00:00,55,1,localhost:8000,Quality Assurance,2
2014-03-13T01:00:00,48,1,help.github.com,Systems Operations,2
2014-03-13T01:00:00,35,1,loginwindow,General Utilities,1
2014-03-13T01:00:00,23,1,stackoverflow.com,General Software Development,2
2014-03-13T01:00:00,14,1,newtab,Browsers,0
2014-03-13T01:00:00,12,1,en.wikipedia.org,General Reference &amp; Learning,2
2014-03-13T01:00:00,8,1,google.com,Search,2
2014-03-13T01:00:00,5,1,dropbox,General Utilities,1
2014-03-13T01:00:00,2,1,youtube.com,Video,-2
2014-03-13T02:00:00,508,1,facebook.com,General Social Networking,2
2014-03-13T02:00:00,305,1,Twitter,General Social Networking,2
2014-03-13T02:00:00,146,1,github.com,General Software Development,2
2014-03-13T02:00:00,112,1,loginwindow,General Utilities,1
2014-03-13T02:00:00,11,1,facebook.github.io,Uncategorized,0
2014-03-13T02:00:00,4,1,stackoverflow.com,General Software Development,2
2014-03-13T02:00:00,2,1,en.wikipedia.org,General Reference &amp; Learning,2
2014-03-13T11:00:00,1068,1,github.com,General Software Development,2
2014-03-13T11:00:00,313,1,zulip,Uncategorized,0
2014-03-13T11:00:00,198,1,Terminal,Systems Operations,2
2014-03-13T11:00:00,179,1,git-scm.com,General Software Development,2
2014-03-13T11:00:00,87,1,google.com,Search,2
2014-03-13T11:00:00,81,1,youtube.com,Video,-2
2014-03-13T11:00:00,42,1,newtab,Browsers,0
2014-03-13T11:00:00,36,1,facebook.github.io,Uncategorized,0
2014-03-13T11:00:00,10,1,stackoverflow.com,General Software Development,2
2014-03-13T11:00:00,2,1,localhost:8000,Quality Assurance,2
2014-03-13T12:00:00,1693,1,Terminal,Systems Operations,2
2014-03-13T12:00:00,35,1,loginwindow,General Utilities,1
2014-03-13T12:00:00,29,1,github.com,General Software Development,2
2014-03-13T12:00:00,26,1,localhost:8000,Quality Assurance,2
2014-03-13T12:00:00,1,1,facebook.github.io,Uncategorized,0
2014-03-13T14:00:00,1940,1,Terminal,Systems Operations,2
2014-03-13T14:00:00,309,1,demonstrations.wolfram.com,General News &amp; Opinion,-2
2014-03-13T14:00:00,274,1,rule146.com,Uncategorized,0
2014-03-13T14:00:00,167,1,zendone.com,Project Management,2
2014-03-13T14:00:00,15,1,newtab,Browsers,0
2014-03-13T14:00:00,6,1,localhost:8000,Quality Assurance,2
2014-03-13T15:00:00,2985,1,Terminal,Systems Operations,2
2014-03-13T15:00:00,539,1,localhost:8000,Quality Assurance,2
2014-03-13T15:00:00,60,1,facebook.github.io,Uncategorized,0
2014-03-13T15:00:00,9,1,newtab,Browsers,0
2014-03-13T15:00:00,3,1,google.com,Search,2
2014-03-13T15:00:00,3,1,github.com,General Software Development,2
2014-03-13T15:00:00,1,1,zendone.com,Project Management,2
2014-03-13T16:00:00,820,1,Terminal,Systems Operations,2
2014-03-13T16:00:00,676,1,Adium,Instant Message,-1
2014-03-13T16:00:00,475,1,localhost:8002,General Software Development,2
2014-03-13T16:00:00,346,1,localhost:8000,Quality Assurance,2
2014-03-13T16:00:00,253,1,facebook.github.io,Uncategorized,0
2014-03-13T16:00:00,54,1,localhost:8001,General Software Development,2
2014-03-13T16:00:00,20,1,messages,Instant Message,-1
2014-03-13T16:00:00,15,1,google.com,Search,2
2014-03-13T16:00:00,10,1,newtab,Browsers,0
2014-03-13T16:00:00,3,1,github.com,General Software Development,2
2014-03-13T16:00:00,2,1,divvy,General Utilities,1
2014-03-13T16:00:00,2,1,stackoverflow.com,General Software Development,2
2014-03-13T16:00:00,2,1,zendone.com,Project Management,2
2014-03-13T17:00:00,145,1,localhost:8002,General Software Development,2
2014-03-13T17:00:00,141,1,localhost:8003,Uncategorized,0
2014-03-13T17:00:00,117,1,theverymany.net,Uncategorized,0
2014-03-13T17:00:00,103,1,Twitter,General Social Networking,2
2014-03-13T17:00:00,94,1,google.com,Search,2
2014-03-13T17:00:00,73,1,Terminal,Systems Operations,2
2014-03-13T17:00:00,50,1,localhost:8001,General Software Development,2
2014-03-13T17:00:00,49,1,localhost:8000,Quality Assurance,2
2014-03-13T17:00:00,46,1,github.com,General Software Development,2
2014-03-13T17:00:00,35,1,loginwindow,General Utilities,1
2014-03-13T17:00:00,25,1,en.wikipedia.org,General Reference &amp; Learning,2
2014-03-13T17:00:00,20,1,System Preferences,General Utilities,1
2014-03-13T17:00:00,11,1,newtab,Browsers,0
2014-03-13T17:00:00,9,1,tvmny.blogspot.com,Uncategorized,0
2014-03-13T17:00:00,9,1,conwaylife.com,Games,-2
2014-03-13T17:00:00,3,1,bitstorm.org,General News &amp; Opinion,-2
2014-03-13T17:00:00,2,1,hasbro.com,Games,-2
2014-03-13T17:00:00,1,1,divvy,General Utilities,1
2014-03-13T23:00:00,1793,1,Twitter,General Social Networking,2
2014-03-13T23:00:00,398,1,github.com,General Software Development,2
2014-03-13T23:00:00,362,1,time.com,General News &amp; Opinion,-2
2014-03-13T23:00:00,208,1,zendone.com,Project Management,2
2014-03-13T23:00:00,114,1,wired.com,Science &amp; Technology,-1
2014-03-13T23:00:00,51,1,youtube.com,Video,-2
2014-03-13T23:00:00,36,1,zulip,Uncategorized,0
2014-03-13T23:00:00,34,1,Gmail,Email,0
2014-03-13T23:00:00,23,1,macstories.net,Science &amp; Technology,-1
2014-03-13T23:00:00,18,1,newtab,Browsers,0
2014-03-13T23:00:00,15,1,google.com,Search,2
2014-03-13T23:00:00,15,1,Terminal,Systems Operations,2
2014-03-13T23:00:00,13,1,support.twitter.com,General Social Networking,2
2014-03-13T23:00:00,5,1,localhost:8003,Uncategorized,0
2014-03-13T23:00:00,2,1,divvy,General Utilities,1
2014-03-13T23:00:00,2,1,t.co,General Social Networking,2
2014-03-13T23:00:00,2,1,wrd.cm,Uncategorized,0
2014-03-13T23:00:00,1,1,localhost:8001,General Software Development,2
2014-03-13T23:00:00,1,1,youtu.be,Video,-2
2014-03-14T00:00:00,576,1,Twitter,General Social Networking,2
2014-03-14T00:00:00,312,1,wired.com,Science &amp; Technology,-1
2014-03-14T00:00:00,182,1,careercup.com,Employment,2
2014-03-14T00:00:00,35,1,loginwindow,General Utilities,1
2014-03-14T00:00:00,19,1,Gmail,Email,0
2014-03-14T00:00:00,1,1,t.co,General Social Networking,2
2014-03-14T00:00:00,1,1,zendone.com,Project Management,2
2014-03-14T14:00:00,514,1,en.wikipedia.org,General Reference &amp; Learning,2
2014-03-14T14:00:00,272,1,Finder,General Utilities,1
2014-03-14T14:00:00,185,1,google.com,Search,2
